,date,freq
0,2015-6-15,9.0
1,2015-7-1,9.333333
2,2015-7-16,9.875
3,2015-8-1,10.2
4,2015-8-16,10.25
5,2015-9-1,8.4
6,2015-9-15,10.333333
7,2015-10-1,10.066667
8,2015-10-16,9.625
9,2015-11-1,9.266667
10,2015-11-15,8.2
11,2015-12-1,10.8
12,2015-12-16,8.5
13,2016-1-1,10.6
14,2016-1-16,11.1875
15,2016-2-1,10.928571
16,2016-2-14,9.428571
17,2016-3-1,9.333333
18,2016-3-16,8.1875
19,2016-4-1,10.066667
20,2016-4-15,9.8
21,2016-5-1,8.266667
22,2016-5-16,10.0
23,2016-6-1,9.333333
24,2016-6-15,11.8
25,2016-7-1,10.533333
26,2016-7-16,8.875
27,2016-8-1,9.666667
28,2016-8-16,6.9375
29,2016-9-1,8.4
30,2016-9-15,9.933333
31,2016-10-1,8.733333
32,2016-10-16,10.4375
33,2016-11-1,8.266667
34,2016-11-15,8.066667
35,2016-12-1,9.466667
36,2016-12-16,8.75
37,2017-1-1,6.4
38,2017-1-16,8.6875
39,2017-2-1,9.214286
40,2017-2-14,10.071429
41,2017-3-1,8.733333
42,2017-3-16,8.5
43,2017-4-1,8.2
44,2017-4-15,8.333333
45,2017-5-1,9.2
46,2017-5-16,7.875
47,2017-6-1,10.8
48,2017-6-15,7.933333
49,2017-7-1,9.2
50,2017-7-16,8.9375
51,2017-8-1,11.066667
52,2017-8-16,9.5
53,2017-9-1,11.933333
54,2017-9-15,10.4
55,2017-10-1,10.0
56,2017-10-16,11.1875
57,2017-11-1,8.6
58,2017-11-15,7.066667
59,2017-12-1,7.733333
60,2017-12-16,6.875
61,2018-1-1,7.266667
62,2018-1-16,7.25
63,2018-2-1,7.714286
64,2018-2-14,7.214286
65,2018-3-1,8.466667
66,2018-3-16,7.3125
67,2018-4-1,10.0
68,2018-4-15,10.266667
69,2018-5-1,8.333333
70,2018-5-16,10.0625
71,2018-6-1,11.533333
72,2018-6-15,11.133333
73,2018-7-1,11.933333
74,2018-7-16,9.5
75,2018-8-1,10.866667
76,2018-8-16,10.125
77,2018-9-1,9.2
78,2018-9-15,10.6
79,2018-10-1,8.533333
80,2018-10-16,9.75
81,2018-11-1,10.6
82,2018-11-15,9.733333
83,2018-12-1,9.333333
84,2018-12-16,7.8125
85,2019-1-1,7.3333330000000005
86,2019-1-16,9.375
87,2019-2-1,5.785714
88,2019-2-14,6.5
89,2019-3-1,8.2
90,2019-3-16,7.25
91,2019-4-1,8.2
92,2019-4-15,7.933333
93,2019-5-1,9.066667
94,2019-5-16,8.5
95,2019-6-1,8.933333
96,2019-6-15,7.866667
97,2019-7-1,7.466667
98,2019-7-16,9.8125
99,2019-8-1,8.466667
100,2019-8-16,8.75
101,2019-9-1,9.666667
102,2019-9-1,9.326794365129626
103,2019-9-15,8.420662348014035
104,2019-10-1,9.777934565890213
105,2019-10-16,7.9566744103494775
106,2019-11-1,6.9183858267779845
107,2019-11-15,7.586656414489633
108,2019-12-1,6.642311427328192
109,2019-12-16,6.107106286332808
110,2020-1-1,7.1207340570001385
111,2020-1-16,6.834367063638492
112,2020-2-1,6.94157921908315
113,2020-2-14,7.558887249651679
114,2020-3-1,6.699298957608184
115,2020-3-16,8.227386341483191
116,2020-4-1,8.355951098965123
117,2020-4-15,7.781758273787233
118,2020-5-1,8.227200230490773
119,2020-5-16,9.905567727513453
120,2020-6-1,8.693780295691765
121,2020-6-15,9.396104393861847
122,2020-7-1,8.471531705627456
123,2020-7-16,9.536164371604169
124,2020-8-1,8.759437322287852
125,2020-8-16,9.116639030701464
126,2020-9-1,9.371829677553196
127,2020-9-15,7.988205544095175
128,2020-10-1,9.223407238196817
129,2020-10-16,8.612024668785343
130,2020-11-1,7.527577409707198
131,2020-11-15,7.626401516777314
132,2020-12-1,6.398899972084233
133,2020-12-16,6.1511165841925415
134,2021-1-1,7.426001752191262
135,2021-1-16,5.58898070089592
136,2021-2-1,5.850801290920602
137,2021-2-14,7.221275288680739
138,2021-3-1,6.231668215834584
139,2021-3-16,7.774040549696102
140,2021-4-1,7.730468216717433
141,2021-4-15,7.688068113860519
142,2021-5-1,7.951164904395198
143,2021-5-16,8.908707869563177
144,2021-6-1,7.999809715705049
145,2021-6-15,8.142138788003807
146,2021-7-1,8.540227612652188
147,2021-7-16,8.404890815694658
148,2021-8-1,8.202534137540725
149,2021-8-16,8.501409520667345
150,2021-9-1,8.757784940495972
151,2021-9-15,7.438676176064755
